timestamp,key,event
73640.157104837,RIGHT,release
73640.291083081,ATTACK,press
73640.619358281,ATTACK,release
73640.740830593,LEFT,press
73640.941162651,JUMP,press
73641.228711548,JUMP,release
73641.431973579,ATTACK,press
73641.565731972,LEFT,release
73641.678833642,ATTACK,release
73641.766116548,LEFT,press
73641.94104742,ATTACK,press
73641.980254269,LEFT,release
73642.161083954,JUMP,press
73642.18036113,ATTACK,release
73642.291142914,UP,press
73642.379354433,LEFT,press
73642.429492842,JUMP,release
73642.515875437,RIGHT,press
73642.515936804,ATTACK,press
73642.591085816,UP,release
73642.60514093,LEFT,release
73642.79724921,RIGHT,release
73642.816332701,ATTACK,release
73643.004348379,DOWN,press
73643.119439852,RIGHT,press
73643.119496796,JUMP,press
73643.206248011,ATTACK,press
73643.222169212,DOWN,release
73643.314723177,JUMP,release
73643.429214398,RIGHT,release
73643.490902681,ATTACK,release
73643.852919678,JUMP,press
73644.032683683,RIGHT,press
73644.091055561,JUMP,release
73644.205549586,RIGHT,release
73644.703043084,JUMP,press
73644.765979046,ATTACK,press
73644.816113174,RIGHT,press
73644.916397731,JUMP,release
73645.055538736,ATTACK,release
73645.30379726,RIGHT,release
73645.329905408,ATTACK,press
73645.580169288,ATTACK,release
73646.089793453,JUMP,press
73646.141676559,RIGHT,press
73646.315962234,JUMP,release
73646.46624898,RIGHT,release
73646.754097848,RIGHT,press
73647.107385143,JUMP,press
73647.44095262,JUMP,release
73647.62943698,DOWN,press
73647.755507722,ATTACK,press
73647.887192935,RIGHT,release
73647.969189006,ATTACK,release
73648.078869253,DOWN,release
73648.767102741,LEFT,press
73649.204149651,JUMP,press
73649.253887862,LEFT,release
73649.493225035,DOWN,press
73649.49326413,JUMP,release
73649.579914546,ATTACK,press
73649.890386063,ATTACK,release
73650.068894623,DOWN,release
73650.154214363,DOWN,press
73650.266196943,ATTACK,press
73650.471126663,ATTACK,release
73650.654427187,DOWN,release
73650.828109958,JUMP,press
73651.04106513,JUMP,release
73651.060747164,RIGHT,press
73651.129524331,DOWN,press
73651.228079808,RIGHT,release
73651.254706102,ATTACK,press
73651.447103255,ATTACK,release
73651.791994199,DOWN,release
73652.002578955,RIGHT,press
73652.280082477,ATTACK,press
73652.516341375,RIGHT,release
73652.516403516,ATTACK,release
73652.727789251,LEFT,press
73652.917670751,ATTACK,press
73653.15157515,ATTACK,release
73653.154305792,LEFT,release
73653.432479905,RIGHT,press
73653.604366677,JUMP,press
73653.716382998,ATTACK,press
73653.742700843,UP,press
73653.870408137,JUMP,release
73653.941078955,ATTACK,release
73653.966057534,UP,release
73654.007156703,RIGHT,release
73654.216427463,ATTACK,press
73654.404545283,ATTACK,release
73654.428323524,RIGHT,press
73654.598533717,RIGHT,release
73654.606899737,UP,press
73654.715761334,ATTACK,press
73654.918794981,ATTACK,release
73655.055679744,RIGHT,press
73655.116278038,ATTACK,press
73655.186522258,RIGHT,release
73655.303150329,ATTACK,release
73655.38641682,RIGHT,press
73655.416182382,UP,release
73655.655824811,UP,press
73655.708170503,JUMP,press
73655.728059075,RIGHT,release
73655.779377398,LEFT,press
73655.806012946,UP,release
73655.867301443,ATTACK,press
73655.904111231,JUMP,release
73656.098676516,ATTACK,release
73656.157068935,LEFT,release
73656.241572517,UP,press
73656.362556036,JUMP,press
73656.430146131,RIGHT,press
73656.519479814,ATTACK,press
73656.579838974,JUMP,release
73656.755363989,ATTACK,release
73656.828236183,UP,release
73656.930177755,ATTACK,press
73656.99233739,UP,press
73657.043388223,RIGHT,release
73657.154324661,ATTACK,release
73657.316145954,UP,release
73657.442549188,ATTACK,press
73657.65472135,ATTACK,release
73657.947843812,JUMP,press
73658.091650584,DOWN,press
73658.128158193,JUMP,release
73658.156693405,ATTACK,press
73658.36711314,ATTACK,release
73658.51285958,DOWN,release
73658.579433009,JUMP,press
73658.591397517,DOWN,press
73658.629900062,ATTACK,press
73658.754570022,RIGHT,press
73658.821874409,JUMP,release
73658.844733833,DOWN,release
73658.844783568,ATTACK,release
73658.979773428,RIGHT,release
73659.5302445,RIGHT,press
73659.741919206,ATTACK,press
73659.754326659,RIGHT,release
73659.979230685,ATTACK,release
73660.179583624,RIGHT,press
73660.441551682,RIGHT,release
73660.45469138,ATTACK,press
73660.680599032,ATTACK,release
73660.742411529,RIGHT,press
73661.066449984,ATTACK,press
73661.180385106,RIGHT,release
73661.279796322,ATTACK,release
73661.554710035,ATTACK,press
73661.616551972,UP,press
73661.766466526,ATTACK,release
73662.043576028,ATTACK,press
73662.254460054,ATTACK,release
73662.442910701,UP,release
73662.457698335,JUMP,press
73662.604651115,UP,press
73662.655180118,ATTACK,press
73662.782230314,JUMP,release
73662.866396639,ATTACK,release
73663.032401575,UP,release
73663.384003724,JUMP,press
73663.416759316,UP,press
73663.484496259,ATTACK,press
73663.516659068,LEFT,press
73663.641792232,JUMP,release
73663.690208249,UP,release
73663.704820444,ATTACK,release
73663.76640765,LEFT,release
73664.005596954,ATTACK,press
73664.24154711,ATTACK,release
73664.304592796,JUMP,press
73664.466614409,LEFT,press
73664.566442347,LEFT,release
73664.58698821,JUMP,release
73664.604908637,ATTACK,press
73664.804614048,ATTACK,release
73664.842210694,DOWN,press
73665.19293801,ATTACK,press
73665.441884902,ATTACK,release
73665.556120288,DOWN,release
73665.658531321,RIGHT,press
73665.817056874,RIGHT,release
73665.817107447,DOWN,press
73665.917712385,ATTACK,press
73665.942504707,JUMP,press
73665.99172688,JUMP,release
73666.189156989,ATTACK,release
73666.354803975,DOWN,release
73666.516938071,DOWN,press
73666.554752507,ATTACK,press
73666.642332388,JUMP,press
73666.804643766,ATTACK,release
73666.852496293,JUMP,release
73667.194840062,ATTACK,press
73667.394665356,ATTACK,release
73667.543793281,DOWN,release
73667.641976774,JUMP,press
73667.866579939,JUMP,release
73667.941923188,ATTACK,press
73667.966953627,RIGHT,press
73668.166496169,ATTACK,release
73668.279461116,RIGHT,release
73668.368280152,RIGHT,press
73668.417812506,ATTACK,press
73668.616720225,ATTACK,release
73668.704746259,RIGHT,release
73668.729768364,LEFT,press
73668.768170756,JUMP,press
73668.955485771,ATTACK,press
73669.001169124,JUMP,release
73669.155407646,ATTACK,release
73669.405535419,ATTACK,press
73669.551976896,JUMP,press
73669.617484875,ATTACK,release
73669.780043083,JUMP,release
73670.078269551,UP,press
73670.091991843,JUMP,press
73670.130087164,ATTACK,press
73670.491685753,JUMP,release
73670.516684928,ATTACK,release
73670.566769865,LEFT,release
73670.666805937,JUMP,press
73670.753080405,ATTACK,press
73670.87970743,JUMP,release
73670.97956419,ATTACK,release
73671.067677348,LEFT,press
73671.329621544,LEFT,release
73671.380754427,RIGHT,press
73671.418545881,JUMP,press
73671.502810251,ATTACK,press
73671.718631051,JUMP,release
73671.76660452,ATTACK,release
73671.80410292,UP,release
73671.918756259,ATTACK,press
73672.158212853,ATTACK,release
73672.542015125,UP,press
73672.670297676,JUMP,press
73672.720384474,RIGHT,release
73672.818514272,LEFT,press
73672.860114583,ATTACK,press
73673.07118081,JUMP,release
73673.104645187,ATTACK,release
73673.304950457,ATTACK,press
73673.366659616,UP,release
73673.395692659,LEFT,release
73673.505166542,ATTACK,release
73673.924017388,UP,press
73673.931715835,JUMP,press
73674.024807247,LEFT,press
73674.179795988,JUMP,release
73674.526168982,LEFT,press
73674.564277566,LEFT,press
73674.594544262,LEFT,press
73674.625479891,LEFT,press
73674.654801352,LEFT,press
73674.686455214,LEFT,press
73674.716015804,LEFT,press
73674.74461913,JUMP,press
73675.168434782,JUMP,release
73675.593027382,JUMP,press
73675.952574464,JUMP,release
73675.968390826,UP,release
73676.057617206,LEFT,release
73676.23029023,RIGHT,press
73676.30318305,JUMP,press
73676.354960129,UP,press
73676.54183485,UP,release
73676.592666316,ATTACK,press
73676.707022027,DOWN,press
73676.79693969,JUMP,release
73676.829885605,ATTACK,release
73676.967103518,RIGHT,release
73677.032434201,DOWN,release
73677.32901878,JUMP,press
73677.518555739,DOWN,press
73677.60422777,RIGHT,press
73677.63369307,JUMP,release
73677.64399358,ATTACK,press
73677.855557181,RIGHT,release
73677.87984252,ATTACK,release
73678.019652501,DOWN,release
73678.128841228,LEFT,press
73678.243750345,LEFT,release
73678.367255666,JUMP,press
73678.541939209,JUMP,release
73678.603142381,DOWN,press
73678.756563675,ATTACK,press
73678.955647113,DOWN,release
73678.955753225,ATTACK,release
73679.053090342,RIGHT,press
73679.122294483,RIGHT,release
73679.355312956,RIGHT,press
73679.506548988,JUMP,press
73679.530338686,ATTACK,press
73679.731501968,ATTACK,release
73679.901670268,JUMP,release
73679.991999924,RIGHT,release
73680.351049089,JUMP,press
73680.518365095,DOWN,press
73680.542405411,ATTACK,press
73680.563678825,JUMP,release
73680.766923631,ATTACK,release
73680.816916112,DOWN,release
73681.042329364,JUMP,press
73681.167297765,RIGHT,press
73681.544208783,JUMP,release
73681.571578709,RIGHT,release
73681.692330674,LEFT,press
73681.836079549,JUMP,press
73682.10508885,JUMP,release
73682.142127603,LEFT,release
73682.403325004,RIGHT,press
73682.605747992,RIGHT,release
73682.842412304,RIGHT,press
73682.842455439,JUMP,press
73683.131941543,JUMP,release
73683.367459837,JUMP,press
73683.68181708,JUMP,release
73683.868018712,RIGHT,release
73684.017716996,JUMP,press
73684.093688215,UP,press
73684.253262549,LEFT,press
73684.369781489,JUMP,release
73684.529912616,UP,release
73684.542075655,LEFT,release
73684.905482711,JUMP,press
73684.930958808,RIGHT,press
73685.082786063,UP,press
73685.192425565,RIGHT,release
73685.244850086,LEFT,press
73685.570195161,JUMP,release
73685.617925431,UP,release
73685.681203048,LEFT,release
73685.903414522,LEFT,press
73686.117441571,JUMP,press
73686.379326012,JUMP,release
73686.492227395,LEFT,release
73686.668319237,LEFT,press
73686.773978137,JUMP,press
73686.894369958,UP,press
73687.180162993,JUMP,release
73687.292302397,UP,release
73687.310987697,LEFT,release
73687.617371524,RIGHT,press
73687.746183795,UP,press
73687.88065429,JUMP,press
73688.203144321,UP,release
73688.381318856,JUMP,press
73688.413113367,JUMP,press
73688.417421387,JUMP,release
73688.47923501,RIGHT,release
73688.643221062,LEFT,press
73688.891517203,LEFT,release
73689.069252802,JUMP,press
73689.10199158,RIGHT,press
73689.403540152,ATTACK,press
73689.403659362,DOWN,press
73689.437384624,JUMP,release
73689.628228797,ATTACK,release
73689.742234638,RIGHT,release
73689.81194267,DOWN,release
73689.992472602,LEFT,press
73690.105638903,JUMP,press
73690.380676472,LEFT,release
73690.434021712,JUMP,release
73690.60860975,UP,press
73690.69828302,LEFT,press
73690.931433817,LEFT,release
73691.007688958,RIGHT,press
73691.007730061,JUMP,press
73691.468920935,UP,release
73691.521271824,JUMP,release
73691.545216814,RIGHT,release
73691.731503665,LEFT,press
73691.937324837,JUMP,press
73692.342267913,JUMP,release
73692.385199192,LEFT,release
73692.492592455,LEFT,press
73692.629748501,JUMP,press
73692.849859087,JUMP,release
73693.382278198,JUMP,press
73693.881300013,JUMP,press
73693.892398331,JUMP,release
73694.280329332,LEFT,release
73694.619318613,RIGHT,press
73694.756622363,JUMP,press
73694.994347758,DOWN,press
73695.007042249,JUMP,release
73695.211705872,RIGHT,release
73695.367608289,DOWN,release
73695.555910079,LEFT,press
73695.695280403,JUMP,press
73696.09791074,JUMP,release
73696.217780539,LEFT,release
73696.30426074,RIGHT,press
73696.530878178,JUMP,press
73696.867447639,JUMP,release
73697.167425339,RIGHT,release
73697.234802137,RIGHT,press
73697.449015719,JUMP,press
73697.84257897,JUMP,release
73697.967799113,RIGHT,release
73698.228304438,LEFT,press
73698.31768588,JUMP,press
73698.818452516,JUMP,press
73698.854720584,JUMP,press
73698.884653585,JUMP,press
73698.915760788,JUMP,press
73698.930158933,JUMP,release
73698.942849804,ATTACK,press
73699.217779128,ATTACK,release
73699.267777019,RIGHT,press
73699.2879183,LEFT,release
73699.456277041,RIGHT,release
73699.557657736,RIGHT,press
73699.58101717,JUMP,press
73699.610638763,UP,press
73699.779709605,ATTACK,press
73700.01809714,ATTACK,release
73700.067217309,JUMP,release
73700.142766864,UP,release
73700.29325481,RIGHT,release
73700.492895497,UP,press
73700.594620757,JUMP,press
73700.626950755,RIGHT,press
73700.857318432,ATTACK,press
73700.904568865,UP,release
73701.034238371,JUMP,release
73701.042661948,ATTACK,release
73701.092763244,RIGHT,release
73701.504838517,RIGHT,press
73701.593653712,JUMP,press
73701.693915151,LEFT,press
73701.790625,RIGHT,release
73701.792623578,JUMP,release
73702.10665253,LEFT,release
73702.242828679,RIGHT,press
73702.36437074,JUMP,press
73702.655748474,JUMP,release
73702.906965838,LEFT,press
73702.968304189,JUMP,press
73703.019623413,RIGHT,release
73703.279848499,JUMP,release
73703.436786566,LEFT,release
73703.568273793,UP,press
73703.64668024,UP,release
73703.879152196,JUMP,press
73703.956078927,UP,press
73704.006848309,RIGHT,press
73704.3797356,JUMP,release
73704.395202106,UP,release
73704.455710337,RIGHT,release
73704.656592936,RIGHT,press
73704.706015311,JUMP,press
73705.205722756,JUMP,release
73705.429224514,RIGHT,release
73705.644213362,LEFT,press
73705.848765271,JUMP,press
73706.211794135,JUMP,release
73706.533325886,JUMP,press
73706.982272896,JUMP,release
73707.00376182,LEFT,release
73707.156040723,RIGHT,press
73707.280980932,JUMP,press
73707.788388713,JUMP,release
73708.049448921,JUMP,press
73708.365097082,JUMP,release
73708.505812722,RIGHT,release
73708.505939806,LEFT,press
73708.774337847,LEFT,release
73708.979748875,JUMP,press
73709.337767783,LEFT,press
73709.405931287,JUMP,release
73709.543251875,LEFT,release
73709.705295339,LEFT,press
73709.771158671,JUMP,press
73710.24623681,JUMP,release
73710.290966137,LEFT,release
73710.585252512,JUMP,press
73710.655293459,RIGHT,press
73710.992889316,JUMP,release
73711.03014654,RIGHT,release
73711.346132284,JUMP,press
73711.356341806,LEFT,press
73711.855746783,LEFT,press
73711.886181063,LEFT,press
73711.893266835,JUMP,release
73711.915539207,LEFT,press
73711.929832257,LEFT,release
73712.129335173,JUMP,press
73712.424097924,LEFT,press
73712.635754145,JUMP,release
73712.63579644,LEFT,release
73712.744588339,RIGHT,press
73713.017976266,RIGHT,release
73713.118504771,LEFT,press
73713.306913812,JUMP,press
73713.656690819,JUMP,release
73713.979960241,LEFT,release
73714.193267808,LEFT,press
73714.382469751,JUMP,press
73714.73121164,JUMP,release
73714.903126893,LEFT,release
73715.231198577,LEFT,press
73715.480198932,LEFT,release
73715.493485804,RIGHT,press
73715.984079345,RIGHT,release
73716.03654161,LEFT,press
73716.139797735,LEFT,release
73716.520460628,RIGHT,press
73716.660206506,RIGHT,release
73717.129750464,JUMP,press
73717.255944496,RIGHT,press
73717.74353718,JUMP,release
73717.755918397,RIGHT,press
73717.785764439,RIGHT,press
73717.816322294,RIGHT,press
73717.85367063,RIGHT,press
73717.883761858,RIGHT,press
73717.9165182,RIGHT,press
73717.944666543,RIGHT,press
73717.97522114,RIGHT,press
73718.005299463,RIGHT,press
73718.031090736,JUMP,press
73718.493355589,RIGHT,release
73718.505169835,JUMP,release
73718.829369585,RIGHT,press
73718.970160664,JUMP,press
73719.330175054,JUMP,release
73719.355218837,RIGHT,release
73719.706459985,LEFT,press
73719.706514545,JUMP,press
73720.168478138,JUMP,release
73720.330658289,LEFT,release
73720.467445495,LEFT,press
73720.494683574,JUMP,press
73720.816084552,JUMP,release
73721.26822325,LEFT,release
73721.295226894,LEFT,press
73721.394834452,JUMP,press
73721.855041488,JUMP,release
73722.012746228,LEFT,release
73722.182401972,LEFT,press
73722.319783896,JUMP,press
73722.481178273,ATTACK,press
73722.717434988,JUMP,release
73722.755381838,LEFT,release
73722.806964428,ATTACK,release
73723.092327211,ATTACK,press
73723.142170983,JUMP,press
73723.330737218,RIGHT,press
73723.368609412,ATTACK,release
73723.430046553,JUMP,release
73723.543285106,RIGHT,release
73723.716949476,RIGHT,press
73723.781403617,ATTACK,press
73723.792421313,RIGHT,release
73723.955660814,LEFT,press
73724.030451597,ATTACK,release
73724.174824031,LEFT,release
73724.281965939,ATTACK,press
73724.582360678,JUMP,press
73724.594588146,ATTACK,release
73724.817584531,LEFT,press
73724.843478067,JUMP,release
73725.056676657,ATTACK,press
73725.079457927,LEFT,release
73725.343473353,ATTACK,release
73725.627977828,JUMP,press
73725.817697332,DOWN,press
73725.85834163,JUMP,release
73725.993754632,ATTACK,press
73726.295713897,ATTACK,release
73726.330529111,DOWN,release
73726.457363172,JUMP,press
73726.581137874,RIGHT,press
73726.655662921,JUMP,release
73726.720581627,RIGHT,release
73726.879935685,DOWN,press
73726.961249165,ATTACK,press
73727.192512879,ATTACK,release
73727.217562426,DOWN,release
73727.393662718,JUMP,press
73727.417822791,RIGHT,press
73727.534560585,JUMP,release
73727.620772231,RIGHT,release
73727.705698426,DOWN,press
73727.81765798,ATTACK,press
73727.993709287,DOWN,release
73728.030523373,ATTACK,release
73728.207022853,JUMP,press
73728.218668137,LEFT,press
73728.479534111,JUMP,release
73728.568974779,LEFT,release
73728.842925183,JUMP,press
73729.032228064,LEFT,press
73729.178971254,UP,press
73729.306169362,JUMP,release
73729.38264552,LEFT,release
73729.494578469,JUMP,press
73729.685941378,ATTACK,press
73729.742568112,JUMP,release
73729.757915705,RIGHT,press
73729.91758414,ATTACK,release
73729.917630623,UP,release
73730.046124404,RIGHT,release
73732.756134611,LEFT,press
73732.839901281,JUMP,press
73733.218416894,JUMP,release
73733.230773064,LEFT,release
73734.655993044,LEFT,press
73734.734676467,UP,press
73734.757049742,JUMP,press
73735.187552178,JUMP,release
73735.267752302,UP,release
73735.291921572,LEFT,release
73735.91800454,LEFT,press
73736.245279726,LEFT,release
73737.288163218,RIGHT,press
73737.656845652,RIGHT,release
73738.356610251,RIGHT,press
73738.618423326,RIGHT,release
73739.456083547,RIGHT,press
73739.932067026,RIGHT,release
73740.650758008,RIGHT,press
73741.118137935,RIGHT,release
73741.39543965,RIGHT,press
73741.638612896,RIGHT,release
73742.981657764,RIGHT,press
73743.480332137,RIGHT,press
73743.512848295,RIGHT,press
73743.554357949,RIGHT,press
73743.585301898,RIGHT,press
73743.617748524,RIGHT,press
73743.655373955,RIGHT,press
73743.685897906,RIGHT,press
73743.716723981,RIGHT,press
73743.746666905,RIGHT,press
73743.777481218,RIGHT,press
73743.81819454,RIGHT,press
73743.848320362,RIGHT,press
73743.881919961,RIGHT,press
73743.910999822,RIGHT,press
73743.941209304,RIGHT,press
73743.981823663,RIGHT,press
73744.012581419,RIGHT,press
73744.043212625,RIGHT,press
73744.072156533,RIGHT,press
73744.105575489,RIGHT,press
73744.135304237,RIGHT,press
73744.166226672,RIGHT,press
73744.207717837,RIGHT,press
73744.237902474,RIGHT,press
73744.268947311,RIGHT,press
73744.298982226,RIGHT,press
73744.328940237,RIGHT,press
73744.331033355,RIGHT,release
73744.744140929,RIGHT,press
73745.244691483,RIGHT,press
73745.273722288,RIGHT,press
73745.303559588,RIGHT,press
73745.33464457,RIGHT,press
73745.37197482,RIGHT,press
73745.402248586,RIGHT,press
73745.433177874,RIGHT,press
73745.462909005,RIGHT,press
73745.493187375,RIGHT,press
73745.527492066,RIGHT,press
73745.53121999,RIGHT,release
73745.906469671,LEFT,press
73746.407052273,LEFT,press
73746.441794298,LEFT,press
73746.47218272,LEFT,press
73746.5038089,LEFT,press
73746.535285119,LEFT,press
73746.566597771,LEFT,press
73746.607717117,LEFT,press
73746.638290314,LEFT,press
73746.670319144,LEFT,press
73746.710585742,LEFT,press
73746.741280914,LEFT,press
73746.771860674,LEFT,press
73746.801273322,LEFT,press
73746.833149831,LEFT,press
73746.865264143,LEFT,press
73746.895849306,LEFT,press
73746.926704263,LEFT,press
73746.956503047,LEFT,press
73746.987286882,LEFT,press
73747.026594347,LEFT,press
73747.056650343,LEFT,press
73747.092172831,LEFT,press
73747.106276297,JUMP,press
73747.549794375,JUMP,release
73748.096177318,LEFT,release
73748.096220922,JUMP,press
73748.218413317,LEFT,press
73748.405229136,JUMP,release
73748.569522672,LEFT,release
73748.732527663,RIGHT,press
73748.868398429,JUMP,press
73749.3562942,JUMP,release
73749.59579209,RIGHT,release
73749.870256682,RIGHT,press
73749.943564646,JUMP,press
73750.4316047,JUMP,release
73750.543320643,RIGHT,release
73750.943623211,RIGHT,press
73750.943687922,JUMP,press
73751.331225932,JUMP,release
73751.40676299,RIGHT,release
73751.731996125,LEFT,press
73751.843757732,JUMP,press
73752.304566838,JUMP,release
73752.320194494,LEFT,release
73752.493638399,LEFT,press
73752.645220487,JUMP,press
73753.043243534,JUMP,release
73753.393517105,LEFT,release
73753.583021021,LEFT,press
73753.729757645,JUMP,press
73754.168444012,JUMP,release
73754.393559627,LEFT,release
73754.644711661,LEFT,press
73754.785227282,JUMP,press
73755.143647932,JUMP,release
73755.258168769,LEFT,release
73755.880763704,RIGHT,press
73756.081583419,RIGHT,release
73756.571439645,JUMP,press
73756.663749861,LEFT,press
73756.943600583,JUMP,release
73757.173463255,LEFT,press
73757.203971766,LEFT,press
73757.206529965,JUMP,press
73757.556456493,JUMP,release
73758.044686541,LEFT,release
73758.319179153,LEFT,press
73758.818677553,LEFT,press
73758.849224888,LEFT,press
73758.879037936,LEFT,press
73758.909566285,LEFT,press
73758.955263468,LEFT,press
73758.985700765,LEFT,press
73759.016192239,LEFT,press
73759.046217036,LEFT,press
73759.069387515,LEFT,release
73760.819297301,LEFT,press
73761.318701097,LEFT,press
73761.356492038,LEFT,press
73761.387377068,LEFT,press
73761.41918763,LEFT,press
73761.456937532,LEFT,press
73761.486512601,LEFT,press
73761.520179277,LEFT,press
73761.55912739,LEFT,press
73761.588554014,LEFT,press
73761.622817753,LEFT,press
73761.66325863,LEFT,press
73761.693935954,LEFT,press
73761.725806761,LEFT,press
73761.768587139,LEFT,press
73761.798874481,LEFT,press
73761.829837197,LEFT,press
73761.868536957,LEFT,press
73761.898762229,LEFT,press
73761.929832518,LEFT,press
73761.968176893,LEFT,press
73761.997738588,LEFT,press
73762.029140499,LEFT,press
73762.072207796,LEFT,press
73762.102104064,LEFT,press
73762.13379409,LEFT,press
73762.172669621,LEFT,press
73762.193802129,LEFT,release
73762.657511603,RIGHT,press
73763.162836561,RIGHT,press
73763.192688149,RIGHT,press
73763.223851161,RIGHT,press
73763.263491758,RIGHT,press
73763.294101931,RIGHT,press
73763.326008312,RIGHT,press
73763.354971501,RIGHT,press
73763.38587299,RIGHT,press
73763.426799582,RIGHT,press
73763.457176315,RIGHT,release
73765.105854452,RIGHT,press
73765.607302506,RIGHT,press
73765.640592813,RIGHT,press
73765.671045944,RIGHT,press
73765.696857401,RIGHT,release
73766.734124886,RIGHT,press
73767.235900448,RIGHT,press
73767.267252114,RIGHT,press
73767.294440719,RIGHT,release
73767.847055808,LEFT,press
73768.359094152,LEFT,press
73768.372929764,LEFT,release
73768.782445107,LEFT,press
73769.281919003,LEFT,press
73769.311861873,LEFT,press
73769.343348394,LEFT,press
73769.379480711,LEFT,press
73769.41030051,LEFT,press
73769.445245236,LEFT,press
73769.480851829,LEFT,press
73769.511144446,LEFT,press
73769.532449049,LEFT,release
73769.858057428,LEFT,press
73770.367467433,LEFT,press
73770.397685359,LEFT,press
73770.419518139,LEFT,release
73770.619771835,LEFT,press
73771.120169272,LEFT,press
73771.153461263,LEFT,press
73771.183628496,LEFT,press
73771.215391678,LEFT,press
73771.244026696,LEFT,press
73771.274191287,LEFT,press
73771.303508129,LEFT,press
73771.336616334,LEFT,press
73771.343914524,LEFT,release
73772.457864203,JUMP,press
73772.533035185,UP,press
73772.694355653,ATTACK,press
73772.744210849,JUMP,release
73772.744359561,RIGHT,press
73772.88195237,UP,release
73772.903932365,RIGHT,release
73772.931302706,ATTACK,release
73773.282590405,JUMP,press
73773.307165914,RIGHT,press
73773.396530234,UP,press
73773.468943457,JUMP,release
73773.545016653,ATTACK,press
73773.545107812,RIGHT,release
73773.781933824,ATTACK,release
73773.857347991,UP,release
73774.086313472,JUMP,press
73774.094171234,RIGHT,press
73774.123084722,UP,press
73774.23233898,JUMP,release
73774.243943468,RIGHT,release
73774.294607693,ATTACK,press
73774.456986529,UP,release
73774.55734612,ATTACK,release
73774.781263319,LEFT,press
73774.884913096,JUMP,press
73775.017702612,ATTACK,press
73775.118580144,JUMP,release
73775.193995714,LEFT,release
73775.357250016,ATTACK,release
73776.14448717,LEFT,press
73776.276746597,JUMP,press
73776.639157508,JUMP,release
73776.757373474,ATTACK,press
73776.781078382,LEFT,release
73776.983196313,ATTACK,release
73777.443130501,JUMP,press
73777.461152053,LEFT,press
73777.696685617,JUMP,release
73777.847707737,LEFT,release
73778.258299152,LEFT,press
73778.282615771,JUMP,press
73778.507766347,JUMP,release
73778.694345884,LEFT,release
73778.986167713,RIGHT,press
73779.407710718,RIGHT,release
73779.674161871,RIGHT,press
73779.712795778,JUMP,press
73780.194748587,JUMP,release
73780.713841892,RIGHT,release
73781.159442876,JUMP,press
73781.557902588,JUMP,release
73781.683674514,RIGHT,press
73782.191020848,RIGHT,press
73782.221587796,RIGHT,press
73782.253422897,RIGHT,press
73782.283173935,RIGHT,press
73782.31273556,RIGHT,press
73782.348644654,RIGHT,press
73782.379860027,RIGHT,press
73782.410500583,RIGHT,press
73782.432254838,RIGHT,release
73782.458598963,LEFT,press
73782.959453908,LEFT,press
73782.990538139,LEFT,press
73783.021105641,LEFT,press
73783.051941393,LEFT,press
73783.091174511,LEFT,press
73783.094823355,LEFT,release
73783.157057209,RIGHT,press
73783.657913091,RIGHT,press
73783.688182138,RIGHT,press
73783.718202077,RIGHT,press
73783.755923521,RIGHT,press
73783.785792124,RIGHT,press
73783.822312303,RIGHT,press
73783.85950606,RIGHT,press
73783.889474562,RIGHT,press
73783.919926245,RIGHT,press
73783.956951144,RIGHT,press
73783.986632281,RIGHT,press
73784.020185878,RIGHT,press
73784.057674024,RIGHT,press
73784.088241781,RIGHT,press
73784.118443106,RIGHT,press
73784.159052919,RIGHT,press
73784.189502603,RIGHT,press
73784.223398952,RIGHT,press
73784.259455997,RIGHT,press
73784.290031469,RIGHT,press
73784.322308017,RIGHT,press
73784.359463534,RIGHT,press
73784.390254147,RIGHT,press
73784.422124082,RIGHT,press
73784.452224976,RIGHT,press
73784.482871742,RIGHT,press
73784.523775507,RIGHT,press
73784.553765061,RIGHT,press
73784.585470022,RIGHT,press
73784.627397832,RIGHT,press
73784.65819621,RIGHT,press
73784.688756225,RIGHT,press
73784.728032409,RIGHT,press
73784.759777007,RIGHT,press
73784.77989068,RIGHT,release
73785.045701492,LEFT,press
73785.319466971,LEFT,release
73785.346925451,ATTACK,press
73785.584157302,ATTACK,release
73786.2821255,ATTACK,press
73786.546528175,ATTACK,release
73786.907841552,LEFT,press
73787.408227227,LEFT,press
73787.442284488,LEFT,press
73787.472853985,LEFT,press
73787.503500448,LEFT,press
73787.533051093,LEFT,press
73787.563194931,LEFT,press
73787.600478766,LEFT,press
73787.631499467,LEFT,press
73787.662914379,LEFT,press
73787.704431449,LEFT,press
73787.7348281,LEFT,press
73787.765619965,LEFT,press
73787.803833433,LEFT,press
73787.834040582,LEFT,press
73787.86626033,LEFT,press
73787.903912349,LEFT,press
73787.934275117,LEFT,press
73787.965037812,LEFT,press
73787.995160403,LEFT,press
73788.02725922,LEFT,press
73788.067801789,LEFT,press
73788.098245646,LEFT,press
73788.130439243,LEFT,press
73788.169598773,LEFT,press
73788.199995913,LEFT,press
73788.230282488,LEFT,press
73788.260362367,LEFT,press
73788.292574735,LEFT,press
73788.327478105,LEFT,press
73788.35789637,LEFT,press
73788.390033786,LEFT,press
73788.427857008,LEFT,press
73788.4585931,LEFT,press
73788.489126295,LEFT,press
73788.52943963,LEFT,press
73788.560074044,LEFT,press
73788.59196753,LEFT,press
73788.63340644,LEFT,press
73788.664308594,LEFT,press
