epoch,lr,train_loss,teacher_forcing_p,val_loss
1,0.0002,0.01977291703224182,0.0,0.01555572934448719
2,0.00019999214389827973,0.015039821155369282,0.0,0.014463006146252155
3,0.00019996857683368837,0.013789452612400055,0.0,0.013513973355293274
4,0.00019992930252773865,0.013134134002029896,0.0,0.012813794799149037
5,0.00019987432718229875,0.012781319208443165,0.0,0.012448333948850632
6,0.00019980365947861305,0.012388229370117188,0.0,0.012045339867472648
7,0.0001997173105759311,0.012126696296036243,0.0,0.011804615892469884
8,0.0001996152941097457,0.01184107642620802,0.0,0.01153264008462429
9,0.0001994976261896394,0.011735258623957634,0.0,0.011262680403888226
10,0.00019936432539674085,0.011489983648061752,0.0,0.011069354973733425
11,0.00019921541278079057,0.011394971050322056,0.0,0.01093219369649887
12,0.0001990509118568168,0.011246517300605774,0.0,0.010819626599550247
13,0.00019887084860142245,0.011188017204403877,0.0,0.010680354386568069
14,0.00019867525144868286,0.011073611676692963,0.0,0.010584835335612297
15,0.00019846415128565593,0.011073373258113861,0.0,0.010483159311115741
16,0.00019823758144750452,0.010989480651915073,0.0,0.010389571450650692
17,0.00019799557771223254,0.010858583264052868,0.0,0.0103421563282609
18,0.00019773817829503524,0.010861637070775032,0.0,0.010214142315089703
19,0.00019746542384226442,0.010750539600849152,0.0,0.010342805832624435
20,0.00019717735742501007,0.010693593882024288,0.0,0.0101375425234437
21,0.00019687402453229879,0.010703053325414658,0.0,0.010087062418460847
22,0.00019655547306391075,0.010599378496408463,0.0,0.009994042292237281
23,0.00019622175332281554,0.010564041323959827,0.0,0.01003723219037056
24,0.0001958729180072289,0.010559811256825924,0.0,0.009916761517524719
25,0.000195509022202291,0.010598739609122276,0.0,0.009871796518564225
26,0.0001951301233713678,0.0105099156498909,0.0,0.009852021932601929
27,0.00019473628134697706,0.010498123243451118,0.0,0.00979582592844963
28,0.00019432755832134003,0.01045682281255722,0.0,0.009728727489709854
29,0.0001939040188365605,0.010367685928940773,0.0,0.009705302119255067
30,0.00019346572977443292,0.010306182317435741,0.0,0.009705954417586326
31,0.00019301276034588104,0.010371786542236805,0.0,0.009701784886419772
32,0.0001925451820800286,0.01032651960849762,0.0033333333333333335,0.009649272076785564
33,0.00019206306881290415,0.010346709750592709,0.006666666666666667,0.009647804126143456
34,0.00019156649667578134,0.010231913067400455,0.010000000000000002,0.009568002447485924
35,0.00019105554408315711,0.010233880952000618,0.013333333333333334,0.009565354324877262
36,0.000190530291720369,0.01021461933851242,0.016666666666666666,0.009502136893570424
37,0.000189990822530854,0.010208257474005222,0.020000000000000004,0.009503455460071563
38,0.0001894372217030508,0.010220760479569435,0.023333333333333334,0.009479912742972375
39,0.00018886957665694776,0.010115108452737331,0.02666666666666667,0.009475263021886348
40,0.00018828797703027793,0.01017619390040636,0.03,0.009444028325378894
41,0.00018769251466436448,0.0100991390645504,0.03333333333333333,0.009425660781562328
42,0.00018708328358961788,0.010164806619286537,0.03666666666666667,0.009359854087233544
43,0.00018646038001068717,0.010094736702740192,0.04000000000000001,0.009433845616877079
44,0.00018582390229126847,0.010141323320567608,0.043333333333333335,0.009355186112225055
45,0.00018517395093857193,0.010075860656797886,0.04666666666666667,0.009420151449739933
46,0.00018451062858745057,0.010062736459076405,0.05,0.00934677366167307
47,0.0001838340399841932,0.010096017271280289,0.05333333333333334,0.00935823768377304
48,0.00018314429196998345,0.010018243454396725,0.05666666666666667,0.00930800475180149
49,0.0001824414934640286,0.009971443563699722,0.06,0.009298030287027359
50,0.00018172575544635989,0.010010365396738052,0.06333333333333334,0.009280007518827914
51,0.00018099719094030734,0.009994059801101685,0.06666666666666667,0.009257117845118045
52,0.0001802559149946523,0.010024658404290676,0.06999999999999999,0.009239393845200538
53,0.00017950204466545968,0.009976513683795929,0.07333333333333333,0.009253258630633355
54,0.00017873569899759365,0.00999524351209402,0.07666666666666667,0.009249033592641353
55,0.00017795699900591893,0.009900730103254318,0.08000000000000002,0.009237759932875633
56,0.0001771660676561911,0.009986909106373787,0.08333333333333334,0.009191111847758292
57,0.00017636302984563914,0.009927218779921532,0.08666666666666667,0.009168382734060287
58,0.00017554801238324242,0.00985276885330677,0.09000000000000001,0.009173727966845036
59,0.00017472114396970622,0.009917372837662697,0.09333333333333334,0.009158054366707802
60,0.0001738825551771384,0.009962501935660839,0.09666666666666668,0.009158435836434364
61,0.00017303237842843054,0.10940910875797272,0.1,0.010209002159535885
62,0.0001721707479763468,0.1076120138168335,0.10333333333333335,0.010175703279674052
63,0.00017129779988232397,0.10708548128604889,0.10666666666666667,0.010279870219528675
64,0.0001704136719949856,0.10669529438018799,0.11000000000000001,0.010472318157553673
65,0.0001695185039283742,0.10639574378728867,0.11333333333333334,0.01042552087455988
66,0.00016861243703990462,0.1062595546245575,0.11666666666666668,0.010396500304341316
67,0.000167695614408042,0.1053546592593193,0.12,0.010367977991700172
68,0.00016676818080970813,0.10491414368152618,0.12333333333333335,0.010423492640256882
69,0.00016583028269741924,0.10521508753299713,0.12666666666666668,0.010502278804779053
70,0.0001648820681761598,0.10484889894723892,0.13,0.010448317416012287
71,0.0001639236869799947,0.10466837137937546,0.13333333333333333,0.010445732809603214
